Application Id,Application Date,Publication Date,Country,Title,Abstract,Applicants,Inventors,y
CN83706229,10.04.2009,19.08.2009,CN,一种高速堆肥法及装置,本发明涉及一种高速堆肥法及设备，包括将有机固体废弃物送入分选设备中进行分离、回收，再加工成颗粒后送入物化预处理槽中，加入湿润剂、键离剂及超过物料饱和状态的水，搅拌后送入高速稳定釜中加温、加压，并维持反应釜中物料在液、固状态，加入氧化剂及重金属去除剂，随后通过压力降低容器减压后送入高速活化釜中加入松软剂及活化剂，在加温加压的条件下进行活化反应，随后进行蒸汽瞬间爆发操作，将物料导入产品精炼炉，并控制堆肥产品的湿度、粒度、肥分在需要的范围内。用本发明方法可在一小时内将有机废弃物转化为高品质的堆肥，并能很大程度地提高堆肥的吸水性、持水性、氮磷钾(N、P、K)及植物所需的微量元素的吸附性、透气性、隔热性、耐涝及抗沙化作用，能完全杀灭细菌及寄生虫，同时可分解有毒有机化合物，并可稳定或去除物料中所含超量的重金属。,"Beijing Greentec Air Technology Co., Ltd.; 北京绿创大气科技有限公司",Lu Zhengxiong; 吕正雄,1
CN198359040,29.12.2016,10.05.2017,CN,一种翻抛机试验测试平台,本发明涉及一种翻抛机试验测试平台，包括主传送带、侧传送带、提升机、支撑架、传送槽和导管，翻抛机罩在主传送带的上端，对主传送带上传送的物料进行翻抛；侧传送带置于主传送带的输出端，侧传送带的输入端与主传送带的输出端连接；支撑架置于主传送带的一侧，传送槽置于支撑架的上端；提升机的输入端与侧传送带的输出端连接，其输出端与传送槽的输入端连通；导管的一端与传送槽的输出端连通，其输出端靠近主传送带的输入端。相对现有技术，本发明的试验结果与实地测试接近，测试结果更为真实，且费用低。,"LIUZHOU WANQIANG MACHINERY MANUFACTURING CO., LTD.; 柳州市菱丰科技有限公司",LIU DONGCHENG; 刘东成; LIN ZHENXIANG; 林震祥,1
KR92248366,24.08.2011,06.03.2013,KR,PALM BIOMASS PYROLYSIS DEVICE FOR OBTAINING BIO-OILS CAPABLE OF OBTAINING BIO-OIL AND ACTIVATED CHARCOAL WHILE TREATING ORGANIC COMPOUNDS,"PURPOSE: A palm biomass pyrolysis device is provided to obtain bio-oil and activated charcoal while treating organic compounds with low temperature heat decomposition. CONSTITUTION: A palm biomass pyrolysis bio oil extractor comprises a fermenting and drying device(1) which ferments and decomposes EFB; a distillation tank which vaporizes vapor and oil; a distillation column(4) which contacts the vapor and oil gas to a cooling water pipe(41-43), and liquefies the vapor and oil gas; oil transfer pipes(41a-43a) which transfer the liquefied oil to an oil tank(41-42); oil tanks(5-7) storing the oil; a vacuum storage tank(8) storing the oil; a vacuum pump(81) providing the inside of the vacuum storage tank with a vacuum condition; and a centrifuge(9) centrifugating the stored oil. COPYRIGHT KIPO 2013 null [Reference numerals] (AA) Steam; (BB,DD) Cooling water circulation; (CC) Refined oil; (EE) Oil impurities","BAE, DONG HO; 배동호","BAE, DONG HO; 배동호",0
CN239265200,25.10.2018,01.03.2019,CN,一种养殖粪污发酵翻抛机,本发明涉及一种养殖粪污处理装置，尤其是涉及一种养殖粪污发酵翻抛机。该翻抛机，包括机体、罩盖和翻抛装置，翻抛装置的刀轴上通过刀座安装旋耕刀，能够对高度较高的堆粪进行均匀翻抛，同时翻抛后的堆粪表面平整；热风机产生的热风通过刀座末端的通风孔吹出，翻抛机在翻抛堆粪的同时，给堆粪吹入热空气，可以有效的给堆粪进行供氧、风干，以及给堆粪发酵提供适宜的温度；通过设置除臭装置，将翻抛堆粪过程中流出高浓度的臭气，在未扩散到室内空气中前进行吸收处理，减少空气污染；通过设置行走装置，实现翻抛机整体在发酵池的水泥池壁轨道上行走，对发酵池内的粪堆整体进行翻抛。,"HUBEI NIAOWANG INTELLIGENT EQUIPMENT CO., LTD.; 湖北鸟王智能装备股份有限公司; HUAZHONG AGRICULTURAL UNIVERSITY; 华中农业大学",WANG SHUCAI; 王树才; YU PENG; 余鹏; LIU SHIXIN; 刘世鑫; TIAN CHUANWU; 田传武; ZHU HONGWEI; 朱宏伟; ZHOU YUCHENG; 周雨程,1
CN177244090,18.04.2016,17.08.2016,CN,茶叶翻堆机的翻堆结构,本发明公开了一种茶叶翻堆机的翻堆结构，包括倾斜的安装骨架、链条、主动链轮、从动链轮和链斗，主动链轮和从动链轮安装在安装骨架两端，链条绕装在主动链轮和从动链轮上，链斗沿着链条的表面均匀分布并且固定在链条上，链斗包括纵长型固定部和纵长型链斗本体，纵长型固定部的长度方向的两端设有相互对应的固定孔，纵长型链斗本体固定在纵长型固定部的上侧，纵长型链斗本体的与固定侧相邻的一个侧面凹陷设有茶叶收纳腔，纵长型链斗本体的与固定侧相邻的另一个侧面为弧面，纵长型链斗本体的截面为扇形，扇形的弧边所对应的夹角为锐角。本发明的茶叶翻堆机的翻堆结构结构简单，制造方便，省材料，成本低，且茶叶翻堆方便，茶叶翻堆效率高。,Wuzhou Automation Technology Research Institute,Pan Yuqiang; Ye Xiangdong; Wu Dehua; Pan Fengcai,0
CN299199496,07.11.2019,30.06.2020,CN,一种错位对接式有机肥好氧发酵拼装罐体,本实用新型公开了一种错位对接式有机肥好氧发酵拼装罐体，包括底座，所述底座的上端面固定连接有弧形角钢，所述弧形角钢的之间形成有圆形安装槽，所述安装槽内腔分别插接有外弧形壁板与内弧形壁板，所述外弧形壁板与内弧形壁板在圆周方向上的相邻壁板之间通过纵向连接板与螺栓组件固定连接，所述外弧形壁板与内弧形壁板在竖直方向上的相邻壁板之间通过横向连接板与所述螺栓组件固定连接在一起，本实用新型涉及有机肥发酵技术领域。该错位对接式有机肥好氧发酵拼装罐体，解决了现有有机肥好氧发酵拼装罐体拼装过程中，存在安装孔易于发生错位且安装后间隙过大不利于生产的问题。,"QINGDAO GREEN LAND ENVIRONMENT EQUIPMENT CO., LTD.; 青岛绿色家园环境设备有限公司",SUN ZHAOLI; 孙召丽; SI YANLING; 司艳玲,2
CN358260812,15.09.2021,08.04.2022,CN,一种有机肥料的槽式翻抛机,本实用新型公开了一种有机肥料的槽式翻抛机，包括坑槽和支撑板，支撑板上固定有嵌入有通道，通道上固定嵌入有衔接口，衔接口内滑动插入有筒体，筒体的内壁上固定嵌入有集尘布袋和风机，支撑板上固定有轴承，轴承内过盈配合有支撑轴，支撑轴上固定有叶片。通过叶片的转动，配合车轮的驱动移动，使得叶片能够对坑槽内的肥料进行翻抛，同时，集尘布袋配合风机能够对肥料表层扬起的灰尘进行吸尘收集处理，避免对周围环境造成影响。,CAI CHANGJIANG; 蔡长江,CAI CHANGJIANG; 蔡长江,1
CN373615316,28.03.2022,30.08.2022,CN,一种污泥好氧发酵设备的臭气处理装置,"本实用新型属于污泥处理技术领域，具体涉及一种污泥好氧发酵设备的臭气处理装置,通过在喷淋塔内设置集气罩将臭气缓存在集气罩内，然后利用水浴槽内盛接的喷淋液将出气管封闭形成水浴，在由于抽风器的作用使集气罩内气压升高，臭气从出气管处克服水压进入水浴槽，并通过水浴进入喷淋塔内，然后向上继续与喷淋液再次接触，大大提高了臭气与喷淋液的接触程度，臭气处理效果好，同时还能杂质进行过滤，由此本实用新型提供了一种集水浴、喷淋和杂质过滤功能为一体的臭气处理喷淋装置。","ZHENGZHOU GUOYAN ENVIRONMENTAL PROTECTION TECHNOLOGY CO., LTD.; 郑州国研环保科技有限公司",NIU MINGJUN; 牛明军; LI QIFEI; 李启飞; LI LIN; 李林,0
JP268779852,10.02.2000,14.08.2001,JP,AERATOR FOR COMPOSTING PLANT,"PROBLEM TO BE SOLVED: To provide an aerator capable of minimizing stench easily releasable outside from a composting plant and capable of starting up fermentation of charged organic materials as soon as possible.SOLUTION: The composting plant comprises having a ditch fermentor having an open upper surface and situated between two parallel sidewalls and composting organic materials piled in the fermentor while feeding air to the materials through the bottom of the fermentor and includes following requirements. (1) An air chamber longitudinally formed along outer surface of the sidewalls of the fermentor is installed and made to communicate with the atmosphere and the other end of the air pipe led to the bottom of the fermentor has opening to the air chamber. (2) The upper side of the fermentor is longitudinally divided with a movable curtain to form a closed space at its material-charging side and the suction side of the air pipe led to the bottom of the fermentor is opened into the closed space.COPYRIGHT: (C)2001,JPO",GOTO MASANORI; 後藤　正徳,GOTO MASANORI; 後藤　正徳,0
CN329328748,12.06.2020,22.06.2021,CN,一种堆肥工艺生产用废气净化处理装置,"本实用新型属于废气处理领域，具体为一种堆肥工艺生产用废气净化处理装置，包括有固定架,所述固定架的上方固定连接有净化腔，所述净化腔的上方活动套接有活性炭层，所述净化腔两侧的下方分别开设有滑槽，且两侧滑槽内分别卡接在滑杆的一端。本装置通过采用除尘布袋的设计，同时配合活性炭层的共同使用，当装置需要对废气进行净化处理作业时，鼓风装置能够将废气吸附至净化腔的内部，除尘布袋能够过滤废气中的粉尘和较大的颗粒物，并且活性炭层可以对废气中的硫和硝等污染物进行吸附，大大提高了装置对废气的净化效率，解决了传统装置对废气净化效果不明显的问题，体现了本装置的实用性和高效性。","SHAANXI HAICHEN INDUSTRIAL CO., LTD.; 陕西海辰实业有限公司",DU GUOLU; 杜国路,0
CN390049450,29.08.2022,03.01.2023,CN,一种用于厌氧发酵产物的肠道式发酵装置,本实用新型公开了一种用于厌氧发酵产物的肠道式发酵装置，包括储液罐、支撑架、曝气装置、抽水泵和输送管，所述支撑架的高度高于所述储液罐的高度；所述曝气装置的上端固定在所述支撑架上，下端与所述储液罐对应，沿所述曝气装置长度方向设有肠道式曝气槽体；所述抽水泵置于所述储液罐内，其出液口与所述输送管的进液端连接，所述输送管的出液端与所述曝气槽体的上端相通，所述曝气槽体的下端与所述储液罐相通；本申请通过利用空气中自然微生物和氧气即可有效完成好氧发酵，不需要额外给液体泵氧，也无需加入好氧菌，发酵效果好，发酵后的沼液无明显异味。,CHONGQING LANDSCAPE AND GARDENING TECHNICAL SCHOOL; 重庆市风景园林技工学校,XIAN XUDONG; 先旭东; ZHOU BINGYING; 周冰颖; WANG YANYUN; 王焱芸,0
CN407174864,25.04.2023,29.08.2023,CN,一种环形有机肥液压翻抛机发酵池,本实用新型涉及翻抛机用技术领域，提出了一种环形有机肥液压翻抛机发酵池，包括发酵池组件，发酵池组件上表面中部紧固连接有翻抛组件，翻抛组件包括电机和转杆，转杆紧固连接在电机输出轴端部，转杆周表面下部均匀固定连接有翻抛件，转杆一端表面中部固定连接有六角杆，且六角杆一侧表面中部设置有第二螺孔，第二螺孔内螺纹连接有旋钮螺栓，本实用新型通过设置翻抛组件，解决了上述专利在使用过程中，虽然能够节约电力，但是其结构较为的复杂，维修、使用成本较高，使用起来存在一定局限性；或者上述专利在使用过程中，虽然能够对饲料进行输送，但是其翻抛结构不方便进行拆卸，在进行更换、维修时，较为的麻烦，使用起来存在一定局限性的问题。,"HEBEI WANGNIU AGRICULTURAL DEVELOPMENT CO., LTD.; 河北旺牛农业开发有限公司",NIU YUTING; 牛玉廷; SUN YING; 孙影; ZHENG MENGTAO; 郑梦桃,1
CN158459581,10.02.2014,27.08.2014,CN,轨道旋翼轮翻抛机,一种轨道旋翼轮翻抛机，包括行车1，在行车1上有行走小车2，在行走小车2上有行走小车驱动电机3，在行走小车2上装有旋翼轮翻轮驱动电机4，在旋翼轮翻轮驱动电机4轴上装有主动轮5，旋翼轮翻轮机架6的一端装在行走小车2上，旋翼轮翻轮7的旋转轴8装在旋翼轮翻轮机架6的另一端，在旋转轴8上装有从动轮9，主动轮5和从动轮9通过皮带连接，在旋翼轮翻轮7两侧面上装有旋翼11。,中山市祥源环保工程有限公司,肖岭; 蒋润德; 曾凡强,1
CN352011136,18.10.2021,15.02.2022,CN,一种污水处理厂污泥堆肥发酵系统,本实用新型公开了一种污水处理厂污泥堆肥发酵系统，包括箱体，箱体的底面四角处固定连接支腿，箱体靠近底部的内壁固定连接过滤网板，过滤网板把箱体内部分隔成上部的发酵腔和下部的蓄水补氧腔，箱体的其中一侧面开设通槽，通槽的底面与过滤网板的上端面平齐，通槽内设有密封门，密封门的上端两侧与通槽的两侧轴连接，发酵腔内设有翻泥装置，蓄水补氧腔的一侧面连通补氧装置，发酵腔的一侧面连通排气管，排气管上安装单向阀，箱体的端口安装翻转封盖；本实用新型通过翻泥装置对箱体内的发酵腔的污泥进行翻动，并利用补氧装置通过过滤网板对发酵腔内的污泥补充氧气，提高发酵腔内部的含氧量，提高发酵效率。,WANG MANYU; 王瞒遇,WANG MANYU; 王瞒遇,1
CN311223937,30.07.2020,30.10.2020,CN,生化发酵系统和具有该系统的餐厨垃圾处理设备,本发明公开了一种生化发酵系统和具有该系统的餐厨垃圾处理设备，包括分离装置、破碎装置、发酵装置和筛分装置，所述分离装置的出料口通过传送带与破碎装置的进料口连通，所述破碎装置的出料口通过传送带与发酵装置的进料口连通，所述发酵装置包括发酵罐体，所述发酵罐体内活动设置有搅拌连杆，所述提升道上下两端均与发酵罐体连通，所述挤压凸轮与伸缩连杆活动配合，所述进液口通过搅拌连杆内部的通道延伸至出液口，本发明相较于传统的有氧发酵罐，能够均匀进行餐厨原料的翻动，同时在翻料过程中能够及时进行菌群溶液和水分的补充，保证菌群及水分的均匀添加，提高了发酵的均匀性，同时提高了发酵的整体速率。,"HEFEI CHENG'OU ENVIRONMENTAL TECHNOLOGY CO., LTD.; 合肥海闻自动化设备有限公司",GUO RUNFENG; 郭润峰; GAO XIAOPENG; 高小朋; LONG MEI; 龙梅,2
CN158576545,16.06.2014,29.10.2014,CN,振动型鸡粪翻抛机,本实用新型公开了振动型鸡粪翻抛机，该翻抛机包括箱体、翻抛组件和电机，翻抛组件包括转动轴、形成于转动轴上的螺旋叶片和刮板，刮板固定于螺旋叶片的两端，转动轴通过皮带由电机转动旋转，转动轴两端安装有行走轮，箱体上设有振动电机，振动电机与下端的振动板连接。本实用新型利用行走轮进行行走，同时转动轴转动，带动螺旋叶片进行搅动鸡粪，在刮板的作用下，翻起鸡粪，推土板推动结块的鸡粪，使得翻抛更容易，振动电机带动振动板上下振动，使得鸡粪堆变的松垮，减少厌氧菌的产生。,薛建忠,薛建忠,1
CN248493889,04.04.2019,28.06.2019,CN,可连续翻抛发酵畜禽粪便的环形发酵池,本发明公开了一种可连续翻抛发酵畜禽粪便的环形发酵池，包括密闭的环形池体，环形池体内设有翻抛机；翻抛机上设有内环行走轮和外环行走轮，环形池体上分别设有内环走道和外环走道；翻抛机上设有翻抛滚筒，翻抛滚筒上设有翻抛齿；环形池体的底部设有曝气装置，翻抛机行进方向依次设有进料口和出料口；环形池体上设有排气装置；本发明翻抛机用双翻抛滚筒且按环形行走，可充分翻抛畜禽粪便且将畜禽粪便从进料口翻抛逐渐至出料口，实现自动出料；而环形池体内曝气装置可以保证发酵所需的氧气，排气装置可带走蒸发的水汽及臭气等进行尾气无害处理；本发明完全机械化操作且形成完整的好氧发酵系统，推广价值较高。,"SHANDONG KAILIDA ENVIRONMENTAL PROTECTION TECHNOLOGY CO., LTD.; 山东凯利达环保科技有限公司",LIU HONGWEI; 刘洪伟; WANG HAICHENG; 王海成,1
JP271124079,09.02.2006,23.08.2007,JP,ORGANIC WASTE DISPOSAL APPARATUS,"PROBLEM TO BE SOLVED: To provide an organic waste disposal apparatus suitable for a small-sized composting house, having reduced structural members of the whole composting house and capable of economically and simply being constructed and having large quantitative reduction rate after treatment.SOLUTION: A fermenter 2 is made of concrete and formed cylindrical to have an opened upper part and a travelling rail 9 is placed on the upper surface of the wall 2a of the fermenter 2 along the circumference. A stirring and crushing apparatus 3 for stirring and crushing garbage S is installed in the fermenter 2. Major members of the stirring and crushing apparatus 3 are mounted on a mount 6 supported on the wall 2a of the fermenter 2 to straddle across the diameter and also served as a pair of left and right moving rails. Both ends of the mount 6 are rotatable on the circumference of the fermenter 2 by wheels 10 fitted to the rail 9 provided on the edge of wall 2a. That is, the wheels 10 for moving to rotate are fitted on the rail 9 of the fermenter wall 2a and are rotatively supported by a wheel holding frame to rotate by a motor 5.COPYRIGHT: (C)2007,JPO&INPIT",TENJIN SEISAKUSHO:KK; 株式会社天神製作所,TENJIN KAZUTOSHI; 天神　一利,2
CN295808240,14.08.2019,19.05.2020,CN,一种立式好氧堆肥发酵罐,本实用新型公开了一种立式好氧堆肥发酵罐，包括发酵罐本体、电机和吸气泵，所述发酵罐本体的左右两端对称焊接有支撑柱，所述发酵罐本体的下端设置有出料口，所述发酵罐本体的右端上侧开设有入料口，所述发酵罐本体的右端上侧设置有电机，所述发酵罐本体的上端通过螺丝安装有电机，且电机的输出端与连接轴的上端相连接。本实用新型通过设置吸气泵来进行排气，同时排出的气体为臭气，臭气会通过排气管进入过滤槽内，被水进行过滤，再从出气管排出，该过程过滤掉了一部分气体内的臭味物质，从而起到了臭气初步过滤的效果，且这个过滤水还能够排入发酵罐本体内，对废物进行加湿，以保证微生物的繁殖效率。,"MODERN SCAVENGER (TIANJIN) SLUDGE TREATMENT AND DISPOSAL ENGINEERING CO., LTD.; 中施柯朗（天津）污泥治理处理工程股份有限公司",YANG YIFENG; 杨益沣; CUI WENCHENG; 崔文成; GUO ZHENHUI; 郭振辉; DONG CHAO; 董超; YAO HUI; 姚辉; LI HAO; 李浩; REN LU; 任路,2
CN156459327,14.09.2010,13.04.2011,CN,畜禽粪便翻抛除杂机,本实用新型公开了一种畜禽粪便翻抛除杂机，它是由机架、护罩、翻抛叶片、耙钉、连接件、链轮、翻抛主轴、轴承座和轴承组成，护罩固定在机架的顶上，连接件固定在机架的前端，翻抛叶片和链轮固定在翻抛主轴上，翻抛主轴两端安装轴承和轴承座，轴承座固定在机架中部，耙钉固定在机架的尾部，本实用新型具有处理后的畜禽粪便含水率低、不含垫草杂质，设备占地面积小、结构简单、制造成本低、操作劳动强度小、生产效率高的优点。,四川省农业机械研究设计院,曾祥平; 郭曦; 蒋立茂; 邓佳,1
CN317347659,14.09.2020,22.01.2021,CN,一体化处理餐厨垃圾制备堆肥的方法,一体化处理餐厨垃圾制备堆肥的方法，涉及一种制备堆肥的方法，所述方法包括以下步骤：（1）厨余垃圾经过三相分离机处理后得到固体物质、油脂和污水；（2）所述的固体物质与禽畜粪便按照一定比例搅拌混合，入槽进行堆肥；（3）所述的污水在堆肥过程以喷淋系统间歇喷洒到堆体上；（4）堆肥完成后得到腐熟的有机肥。通过将厨余垃圾经过三相分离后的污水定时定量喷洒在固体物质与禽畜粪便的堆体上，一体化有效地解决了厨余垃圾的无害化、资源化问题，使得厨余垃圾得到有效的利用和整治，避免随意排放对环境和居民健康产生的威胁。,"LIAONING HEMU ENVIRONMENTAL PROTECTION TECHNOLOGY CO., LTD.; 辽宁禾木环保科技有限公司",SHAN YUXUN; 单煜巽; ZHANG LIFEN; 张立芬; FENG CHUNCHENG; 冯春城,0
CN222478511,09.09.2017,19.06.2018,CN,升降式螺旋钻孔翻堆机,本实用新型为升降式螺旋钻孔翻堆机，具有槽式发酵堆肥翻堆功能。本实用新型由轨道式移动粱架和升降式螺旋钻机两大系统组合构成；移动粱架行走与螺旋钻机钻孔翻抛分时运行；螺旋钻头垂直升降钻孔，把堆肥下层物料提升到堆肥表层，从而实现对堆肥各层物料的搅拌混合和曝气，达到翻堆的目的。其有益效果是：改善了翻堆机的机械受力状况，减轻了运行负荷，可以降低故障率，提高翻堆效率；调整翻堆区间和翻堆频率方便，可对多槽发酵堆肥的不同区间和不同发酵阶段实施不同的翻堆频率；对大跨度、大深度的堆肥和连续堆肥，以及不同堆肥物料的适应性好；便于实现大规模连续堆肥自动化翻堆作业。,JIN WENHU; 金文虎,JIN WENHU; 金文虎,1
JP269861391,08.10.2002,30.04.2004,JP,OPERATION METHOD OF COMPOSTING TREATMENT APPARATUS,"PROBLEM TO BE SOLVED: To increase the efficiency of a composting treatment by intermittently operating a treatment apparatus in conjunction with the carbon dioxide concentration in a gas generated during the composting treatment.SOLUTION: The treatment apparatus has a treatment tank for housing a material to be treated and an agitating blade rotatably installed in the tank and composts the material charged into the tank by stirring with the agitating blade. The concentration D of carbon dioxide generated during the composting treatment is continuously measured. The apparatus is intermittently operated by repeating the following operations: after the material is charged, the apparatus is operated for a set time and then stopped; then, the apparatus is left stopped until the carbon dioxide concentration D, which decreases with time, becomes lower by a specified value than the maximum carbon dioxide concentration D appearing first, thus reaching the operation restart concentration; and the operation is restarted, continued for a set time, and stopped.COPYRIGHT: (C)2004,JPO",SEIWA KANKYO KK; 成和環境　株式会社,KOTEI NOBUTAME; 黄帝　述為; TOYODA YOSHIFUMI; 豊田　能史,1
CN326512861,05.02.2021,01.06.2021,CN,污泥好氧发酵装置,本发明提供了一种污泥好氧发酵装置，涉及污泥处理技术领域。所述装置包括：发酵架和发酵平台；发酵平台的两端设置有轴，轴通过轴承与发酵架连接；轴包括：驱动轴和通气轴；驱动轴与步进电机连接，通气轴通过密封轴承与风机连接；发酵平台的上下两面均设置有发酵槽，发酵槽内设置有曝气管。本发明中，污泥经拌混预处理后倒入顶层发酵平台，风机通过曝气通道和曝气管为污泥供氧，每隔一段时间，步进电机驱动发酵平台由下至上依次翻转180°，污泥倒入下一层发酵平台，该过程中将原本位于底层的污泥翻转到顶层，堆体得到均匀供氧，进一步提升曝氧效果，减少臭气的产生，缩短发酵周期，将污泥中有机质转化成稳定的腐殖质，得到的腐殖质的肥质优良。,BEIJING CM ENVIRONMENTAL ENGINEERING CORPORATION LIMITED; 北京中电加美环保科技有限公司,DAI YUNFAN; 戴云帆; WANG JIANQIANG; 王建强; WU ZHAOKUN; 吴召坤; XIE CHANGXUE; 谢长血,1
CN376566979,25.05.2022,04.10.2022,CN,鸡粪翻抛机用翻抛耙齿,本发明涉及翻抛机技术领域，尤其是一种鸡粪翻抛机用翻抛耙齿，它包括转轴、滚筒和设置于滚筒上的耙齿，所述转轴的两侧均设置有与连接架固定连接的轴承机构，所述转轴上还设置有与动力机构传动连接的从动齿轮，所述动力机构通过支架与翻抛机本体连接，所述转轴上可拆卸式安装有多个滚筒，所述滚筒上均匀布设有若干对耙齿；本申请通过设置辊子状的耙齿，且两耙齿形成交叉，能够更深的插入堆积的鸡粪中，尽可能多的将堆积在下部的鸡粪翻抛起来，从而使得翻抛后的鸡粪更加的蓬松，更好的与氧气结合，充分发酵，且翻抛更加的均匀；辊子状的耙齿与滚筒有一定的轴向倾斜角度，使得堆积在夹角处的鸡粪容易通过离心力与辊子脱离。,广东金银山环保科技有限公司,黎小兵; 曾宪通; 邢楠祥; 印卫化; 董志强; 黄军; 郭强威; 李祖方; 罗艳凤; 柴志强,1
CN300186150,27.03.2020,10.07.2020,CN,一种具有防飞溅功能的垃圾堆肥处理装置,本发明涉及一种具有防飞溅功能的垃圾堆肥处理装置，包括主体和旋耕器，所述主体为长方体箱体，所述旋耕器设置在主体的下方，所述主体的底部设有移动装置，所述主体内设有净化机构和两个防溅机构，所述净化机构位于两个防溅机构之间，所述净化机构包括固定管、连接管、抽吸泵、密封管、移动管、导管和两个移动组件，所述连接管竖向设置，所述密封管、移动管和导管均与连接管同轴设置，所述防溅机构包括气管、喷嘴、装配孔和升降组件，该具有防飞溅功能的垃圾堆肥处理装置通过净化机构实现了消除空气中异味的功能，不仅如此，还通过防溅机构实现了防止飞溅的功能。,WANG BIN; 王滨,WANG BIN; 王滨,0
CN354949599,09.03.2021,04.03.2022,CN,基于微生物分解处理的餐厨垃圾处理装置,本实用新型提供了基于微生物分解处理的餐厨垃圾处理装置，包括：漂洗槽，用于对餐厨垃圾进行清洗；第一固液分离器，连接于漂洗槽，用于对漂洗槽中得到的物料进行固液分离处理；藻类光反应罐，连接于第一固液分离器的滤液出口，用于对滤液进行藻类的光反应降解；第二固液分离器，连接于藻类光反应罐，用于对藻类光反应罐中得到的废水中的藻类进行分离；发酵罐，与第一固液分离器的截留侧连接，用于对固液分离处理后的餐厨垃圾进行堆肥处理；第二固液分离器的浓缩侧与发酵罐连接。装置适用于餐厨垃圾的处理，解决现有技术中餐厨垃圾含油、含盐量高导致的微生物发酵过程受限，以及C/N比低、含水量高导致的发酵效果不好的问题。,HUAIYIN TEACHING UNIVERSITY; 淮阴师范学院,ZHANG ZHEWEI; 张哲玮; QIU ZHONGYANG; 邱忠洋; JING YUCHEN; 景钰晨; CAO HUI; 曹慧; HE AIYONG; 贺爱永; XU JIAXING; 许家兴; XIA JUN; 夏军; HE JIANLONG; 贺建龙; LIU XIAOYAN; 刘晓燕,0
CN246723014,05.10.2018,18.06.2019,CN,一种可拆卸式堆肥桶,本实用新型属于堆肥桶技术领域，特指一种可拆卸式堆肥桶，包括有盖体与板体，板体外壁的一侧设有第一卡槽，另一侧设有第二卡槽，板体的第一卡槽与相邻板体的第二卡槽之间设有连接卡扣板，连接卡扣板的两侧分别设有第一卡扣以及第二卡扣，板体的底面上设有锥形尖头，盖体与板体为可拆卸连接或盖体的一侧与该侧对应的板体分离、另一侧与该侧对应的板体转动连接。本实用新型将板体进行合理的模块化结构设计，通过连接卡扣板分别与相邻两板体上的第一卡槽、第二卡槽卡扣固定，从而使若干个板体围成一桶体结构，其连接牢固可靠，拆装简单，省时省力，在运输或收纳时能够拆卸成板体进行叠放，提升空间利用率，降低运输成本。,"TAIZHOU CHANGYUE PLASTIC INDUSTRY CO., LTD.; 台州市昌跃塑业有限公司",JIN YIN; 金寅,0
CN217718926,28.12.2017,04.05.2018,CN,一种畜牧粪便及农作物秸秆还田处理设备及处理工艺,本发明涉及一种畜牧粪便及农作物秸秆还田处理设备及处理工艺，解决传统的畜牧粪便及农作物秸秆利用率低的问题。本装置包括堆肥池，堆肥池的上方设有用于打散畜牧粪便的耙散机、用于切断农业物秸秆的剪切机，所述堆肥池的底部设有孔板，孔板上均匀开设透水孔，孔板下方和堆肥池底面之间设有排水夹层，排水夹层的侧方开设排水口，堆肥池的一侧设有烘干炭化炉，烘干炭化炉的炉膛中部竖向设置有向上穿出炉膛顶面的热风管，热风管的底部进风、顶部出风，热风管底部进风口连接有燃烧炉。本装置的处理工艺将畜牧粪便、农业物秸秆打散混合后堆肥、干燥炭化，既提高了肥料的可吸收率，又提高了土壤含炭量，提升土壤品质。,ZHEJIANG BUSINESS COLLEGE; 浙江商业职业技术学院,ZHANG HANXIANG; 张翰翔,1
CN345841044,11.03.2021,07.12.2021,CN,一种污泥好氧发酵处理设备,本实用新型公开了污泥处理技术领域的一种污泥好氧发酵处理设备，包括罐体，罐体为圆柱状，罐体的左侧壁内部开设有第一安装槽，罐体的顶壁内部开设有第二安装槽，且第一安装槽的顶部槽腔与第二安装槽的左部槽腔相连通，罐体的底部内腔中安装有转杆，且转杆杆体的左右两端分别贯穿罐体的左右两壁，罐体的底部左侧外壁固定安装有第一安装板，第一安装板的顶壁固定安装有电机，电机的输出端与转杆的左端杆体相连接，本实用新型通过电机带动转杆，转杆带动搅拌杆旋转，可以对罐体内的污泥进行翻转，增加污泥与氧气的接触面积，有益于提高发酵效果，通过联动带动第二连接杆转动，同时使刮板在罐体内转动，可去除罐体内壁粘附的污泥。,"CHINAIR ENVIR SCI-TECH CO., LTD.; 南京清元景和环境科技有限公司",YANG GUANGPING; 杨广平; SUN ZHONGSEN; 孙中森,2
